-2.000000 0 0 0 0 0 0 0 0 0 0 0 0
-1.990000 0 0 0 0 0 0 0 0 0 0 0 0
-1.980000 0 0 0 0 0 0 0 0 0 0 0 0
-1.970000 0 0 0 0 0 0 0 0 0 0 0 0
-1.960000 0 0 0 0 0 0 0 0 0 0 0 0
-1.950000 0 0 0 0 0 0 0 0 0 0 0 0
-1.940000 0 0 0 0 0 0 0 0 0 0 0 0
-1.930000 0 0 0 0 0 0 0 0 0 0 0 0
-1.920000 0 0 0 0 0 0 0 0 0 0 0 0
-1.910000 0 0 0 0 0 0 0 0 0 0 0 0
-1.900000 0 0 0 0 0 0 0 0 0 0 0 0
-1.890000 0 0 0 0 0 0 0 0 0 0 0 0
-1.880000 0 0 0 0 0 0 0 0 0 0 0 0
-1.870000 0 0 0 0 0 0 0 0 0 0 0 0
-1.860000 0 0 0 0 0 0 0 0 0 0 0 0
-1.850000 0 0 0 0 0 0 0 0 0 0 0 0
-1.840000 0 0 0 0 0 0 0 0 0 0 0 0
-1.830000 0 0 0 0 0 0 0 0 0 0 0 0
-1.820000 0 0 0 0 0 0 0 0 0 0 0 0
-1.810000 0 0 0 0 0 0 0 0 0 0 0 0
-1.800000 0 0 0 0 0 0 0 0 0 0 0 0
-1.790000 0 0 0 0 0 0 0 0 0 0 0 0
-1.780000 0 0 0 0 0 0 0 0 0 0 0 0
-1.770000 0 0 0 0 0 0 0 0 0 0 0 0
-1.760000 0 0 0 0 0 0 0 0 0 0 0 0
-1.750000 0 0 0 0 0 0 0 0 0 0 0 0
-1.740000 0 0 0 0 0 0 0 0 0 0 0 0
-1.730000 0 0 0 0 0 0 0 0 0 0 0 0
-1.720000 0 0 0 0 0 0 0 0 0 0 0 0
-1.710000 0 0 0 0 0 0 0 0 0 0 0 0
-1.700000 0 0 0 0 0 0 0 0 0 0 0 0
-1.690000 0 0 0 0 0 0 0 0 0 0 0 0
-1.680000 0 0 0 0 0 0 0 0 0 0 0 0
-1.670000 0 0 0 0 0 0 0 0 0 0 0 0
-1.660000 0 0 0 0 0 0 0 0 0 0 0 0
-1.650000 0 0 0 0 0 0 0 0 0 0 0 0
-1.640000 0 0 0 0 0 0 0 0 0 0 0 0
-1.630000 0 0 0 0 0 0 0 0 0 0 0 0
-1.620000 0 0 0 0 0 0 0 0 0 0 0 0
-1.610000 0 0 0 0 0 0 0 0 0 0 0 0
-1.600000 0 0 0 0 0 0 0 0 0 0 0 0
-1.590000 0 0 0 0 0 0 0 0 0 0 0 0
-1.580000 0 0 0 0 0 0 0 0 0 0 0 0
-1.570000 0 0 0 0 0 0 0 0 0 0 0 0
-1.560000 0 0 0 0 0 0 0 0 0 0 0 0
-1.550000 0 0 0 0 0 0 0 0 0 0 0 0
-1.540000 0 0 0 0 0 0 0 0 0 0 0 0
-1.530000 0 0 0 0 0 0 0 0 0 0 0 0
-1.520000 0 0 0 0 0 0 0 0 0 0 0 0
-1.510000 0 0 0 0 0 0 0 0 0 0 0 0
-1.500000 0 0 0 0 0 0 0 0 0 0 0 0
-1.490000 0 0 0 0 0 0 0 0 0 0 0 0
-1.480000 0 0 0 0 0 0 0 0 0 0 0 0
-1.470000 0 0 0 0 0 0 0 0 0 0 0 0
-1.460000 0 0 0 0 0 0 0 0 0 0 0 0
-1.450000 0 0 0 0 0 0 0 0 0 0 0 0
-1.440000 0 0 0 0 0 0 0 0 0 0 0 0
-1.430000 0 0 0 0 0 0 0 0 0 0 0 0
-1.420000 0 0 0 0 0 0 0 0 0 0 0 0
-1.410000 0 0 0 0 0 0 0 0 0 0 0 0
-1.400000 0 0 0 0 0 0 0 0 0 0 0 0
-1.390000 0 0 0 0 0 0 0 0 0 0 0 0
-1.380000 0 0 0 0 0 0 0 0 0 0 0 0
-1.370000 0 0 0 0 0 0 0 0 0 0 0 0
-1.360000 0 0 0 0 0 0 0 0 0 0 0 0
-1.350000 0 0 0 0 0 0 0 0 0 0 0 0
-1.340000 0 0 0 0 0 0 0 0 0 0 0 0
-1.330000 0 0 0 0 0 0 0 0 0 0 0 0
-1.320000 0 0 0 0 0 0 0 0 0 0 0 0
-1.310000 0 0 0 0 0 0 0 0 0 0 0 0
-1.300000 0 0 0 0 0 0 0 0 0 0 0 0
-1.290000 0 0 0 0 0 0 0 0 0 0 0 0
-1.280000 0 0 0 0 0 0 0 0 0 0 0 0
-1.270000 0 0 0 0 0 0 0 0 0 0 0 0
-1.260000 0 0 0 0 0 0 0 0 0 0 0 0
-1.250000 0 0 0 0 0 0 0 0 0 0 0 0
-1.240000 0 0 0 0 0 0 0 0 0 0 0 0
-1.230000 0 0 0 0 0 0 0 0 0 0 0 0
-1.220000 0 0 0 0 0 0 0 0 0 0 0 0
-1.210000 0 0 0 0 0 0 0 0 0 0 0 0
-1.200000 0 0 0 0 0 0 0 0 0 0 0 0
-1.190000 0 0 0 0 0 0 0 0 0 0 0 0
-1.180000 0 0 0 0 0 0 0 0 0 0 0 0
-1.170000 0 0 0 0 0 0 0 0 0 0 0 0
-1.160000 0 0 0 0 0 0 0 0 0 0 0 0
-1.150000 0 0 0 0 0 0 0 0 0 0 0 0
-1.140000 0 0 0 0 0 0 0 0 0 0 0 0
-1.130000 0 0 0 0 0 0 0 0 0 0 0 0
-1.120000 0 0 0 0 0 0 0 0 0 0 0 0
-1.110000 0 0 0 0 0 0 0 0 0 0 0 0
-1.100000 0 0 0 0 0 0 0 0 0 0 0 0
-1.090000 0 0 0 0 0 0 0 0 0 0 0 0
-1.080000 0 0 0 0 0 0 0 0 0 0 0 0
-1.070000 0 0 0 0 0 0 0 0 0 0 0 0
-1.060000 0 0 0 0 0 0 0 0 0 0 0 0
-1.050000 0 0 0 0 0 0 0 0 0 0 0 0
